ID,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,required_car_parking_spaces,total_of_special_requests,is_canceled,adr
106127,Resort Hotel,150,2017,June,24,14,2,8,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,0,1,0,44.17552
106128,City Hotel,115,2017,June,24,14,0,1,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,,0,Transient,0,1,1,145.44406
106129,City Hotel,54,2017,June,24,14,0,2,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,52.0,,0,Transient,0,0,0,86.70183
106130,City Hotel,54,2017,June,24,14,0,2,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52.0,,0,Transient,0,0,0,86.70183
106131,Resort Hotel,86,2017,June,24,14,2,7,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,275.0,,0,Transient,0,0,0,44.730656
106132,Resort Hotel,146,2017,June,24,14,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,0,0,1,64.431274
106133,City Hotel,15,2017,June,24,14,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,2,0,135.621
106134,City Hotel,17,2017,June,24,14,0,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,,0,Transient,0,1,0,130.64305
106135,City Hotel,423,2017,June,24,14,0,3,2,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0,1,0,56.237076
106136,Resort Hotel,218,2017,June,24,14,4,10,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,0,0,0,23.212341
106137,City Hotel,161,2017,June,24,14,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,0,1,82.06466
106138,City Hotel,423,2017,June,24,14,0,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,0,1,0,56.237076
106139,Resort Hotel,120,2017,June,24,14,0,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,0,0,0,88.6837
106140,City Hotel,44,2017,June,24,14,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,2,0,98.52628
106141,City Hotel,201,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,0,0,1,16.307823
106142,Resort Hotel,97,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,0,1,1,93.21145
106143,Resort Hotel,97,2017,June,24,14,0,4,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,240.0,,0,Transient,0,1,0,102.42322
106144,Resort Hotel,141,2017,June,24,14,0,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,0,2,0,102.40822
106145,Resort Hotel,175,2017,June,24,14,0,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,0,1,0,84.3371
106146,Resort Hotel,28,2017,June,24,14,1,4,1,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,0,1,0,96.22722
106147,City Hotel,180,2017,June,24,14,0,4,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,1,0,76.49395
106148,Resort Hotel,30,2017,June,24,14,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,,0,Transient,0,2,0,152.55635
106149,Resort Hotel,135,2017,June,24,14,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,0,2,1,82.32786
106150,Resort Hotel,288,2017,June,24,14,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,0,1,0,14.715013
106151,City Hotel,201,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,0,0,1,16.307823
106152,City Hotel,201,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,0,0,1,16.307823
106153,City Hotel,201,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,0,0,1,16.307823
106154,City Hotel,272,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,Non Refund,,,71,Transient,0,0,1,20.388739
106155,City Hotel,201,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,0,0,1,16.307823
106156,City Hotel,242,2017,June,24,14,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,1,0,70.90873
106157,Resort Hotel,30,2017,June,24,14,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,,0,Transient,0,2,0,152.55635
106158,Resort Hotel,208,2017,June,24,14,1,4,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,314.0,,0,Transient,0,0,0,55.286266
106159,Resort Hotel,13,2017,June,24,14,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,0,1,0,117.38084
106160,City Hotel,201,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,0,0,1,16.307823
106161,City Hotel,201,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,0,0,1,16.307823
106162,City Hotel,201,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,0,0,1,16.307823
106163,City Hotel,242,2017,June,24,14,0,4,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,1,0,88.99013
106164,City Hotel,201,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,0,0,1,16.307823
106165,City Hotel,201,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,0,0,1,16.307823
106166,City Hotel,175,2017,June,24,14,0,3,2,0.0,0,HB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,0,76.696144
106167,City Hotel,9,2017,June,24,14,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,0,1,110.546196
106168,City Hotel,175,2017,June,24,14,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,0,0,0,55.618824
106169,Resort Hotel,134,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410.0,,0,Transient,0,0,0,35.684074
106170,Resort Hotel,288,2017,June,24,14,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,0,1,0,14.715013
106171,Resort Hotel,145,2017,June,24,14,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient,0,0,1,65.16957
106172,City Hotel,201,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,0,0,1,16.307823
106173,Resort Hotel,167,2017,June,24,14,2,5,3,0.0,0,BB,IRL,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,0,0,0,118.85239
106174,Resort Hotel,134,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410.0,,0,Transient,0,0,0,35.684074
106175,Resort Hotel,97,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,0,1,1,93.21145
106176,Resort Hotel,86,2017,June,24,14,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,240.0,,0,Transient,1,2,0,117.15039
106177,City Hotel,134,2017,June,24,14,2,4,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,0,1,95.44942
106178,Resort Hotel,225,2017,June,24,14,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240.0,,0,Transient,0,0,1,38.427204
106179,Resort Hotel,155,2017,June,24,14,0,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,0,2,0,55.939148
106180,Resort Hotel,181,2017,June,24,14,2,5,2,0.0,0,HB,AUT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,1,1,0,93.092545
106181,City Hotel,45,2017,June,24,14,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,0,103.56221
106182,City Hotel,278,2017,June,24,14,0,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,0,2,0,51.12528
106183,City Hotel,45,2017,June,24,14,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,0,103.56221
106184,City Hotel,278,2017,June,24,14,0,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,0,2,0,51.12528
106185,City Hotel,201,2017,June,24,14,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,0,0,1,16.307823
106186,Resort Hotel,123,2017,June,24,14,2,4,2,0.0,0,BB,CN,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,0,1,0,131.23651
106187,City Hotel,41,2017,June,24,14,0,4,2,0.0,0,HB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,0,1,0,99.01219
106188,City Hotel,29,2017,June,24,14,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,0,2,0,111.69557
106189,City Hotel,134,2017,June,24,15,2,5,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,1,91.69708
106190,City Hotel,134,2017,June,24,15,2,5,2,1.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,0,108.97965
106191,City Hotel,246,2017,June,24,15,1,3,3,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15.0,,0,Transient,0,0,0,93.76686
106192,City Hotel,249,2017,June,24,15,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,0,2,0,67.739136
106193,City Hotel,53,2017,June,24,15,1,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,0,1,105.921684
106194,City Hotel,155,2017,June,24,15,1,3,1,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,0,2,0,92.990654
106195,City Hotel,130,2017,June,24,15,2,3,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,0,0,1,111.4136
106196,City Hotel,53,2017,June,24,15,2,5,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,1,106.40701
106197,City Hotel,215,2017,June,24,15,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,0,3,0,88.69326
106198,City Hotel,3,2017,June,24,15,1,3,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,0,1,0,119.204895
106199,City Hotel,155,2017,June,24,15,1,3,1,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,1,0,91.49526
106200,City Hotel,79,2017,June,24,15,0,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,0,0,1,105.45509
106201,City Hotel,318,2017,June,24,15,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,2,0,63.276875
106202,City Hotel,218,2017,June,24,15,0,3,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,0,2,0,100.55234
106203,City Hotel,218,2017,June,24,15,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,1,0,81.8696
106204,City Hotel,218,2017,June,24,15,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,1,0,81.8696
106205,City Hotel,218,2017,June,24,15,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,1,0,81.8696
106206,City Hotel,240,2017,June,24,15,0,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,,0,Transient,0,0,0,57.997845
106207,City Hotel,39,2017,June,24,15,0,3,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,0,1,0,147.8356
106208,City Hotel,13,2017,June,24,15,0,3,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,0,1,0,142.71837
106209,City Hotel,47,2017,June,24,15,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,0,105.54055
106210,City Hotel,57,2017,June,24,15,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,1,3,0,148.41635
106211,City Hotel,47,2017,June,24,15,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,0,105.54055
106212,City Hotel,123,2017,June,24,15,0,2,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,0,1,111.547226
106213,City Hotel,145,2017,June,24,15,0,2,2,0.0,0,BB,NOR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient-Party,1,2,0,93.06287
106214,City Hotel,145,2017,June,24,15,0,2,1,0.0,0,BB,NOR,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient-Party,1,2,0,82.25571
106215,City Hotel,45,2017,June,24,15,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,0,105.45919
106216,City Hotel,8,2017,June,24,15,0,2,1,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,D,D,0,No Deposit,,153.0,0,Transient,0,0,0,113.87526
106217,City Hotel,0,2017,June,24,15,0,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,F,F,1,No Deposit,,,0,Transient,0,0,0,144.01755
106218,City Hotel,40,2017,June,24,15,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9.0,,0,Transient-Party,0,0,0,157.45515
106219,City Hotel,69,2017,June,24,15,0,1,2,0.0,0,SC,VNM,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,,0,Transient,0,0,0,93.35317
106220,City Hotel,44,2017,June,24,15,0,1,2,0.0,0,BB,USA,Online TA,GDS,0,0,0,D,D,0,No Deposit,195.0,,0,Transient,0,1,0,138.70337
106221,City Hotel,40,2017,June,24,15,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9.0,,0,Transient-Party,0,0,0,157.45515
106222,City Hotel,41,2017,June,24,15,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,0,1,0,104.74109
106223,City Hotel,38,2017,June,24,15,0,1,2,0.0,0,SC,POL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,0,2,0,110.59354
106224,City Hotel,45,2017,June,24,15,0,1,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,7.0,,0,Transient,0,1,0,149.25206
106225,City Hotel,4,2017,June,24,15,0,1,4,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,,,0,Transient,0,0,0,197.4295
106226,City Hotel,9,2017,June,24,15,0,1,1,0.0,0,BB,COL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,0,0,0,95.735504
106227,City Hotel,92,2017,June,24,15,0,1,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,0,0,0,88.865105
106228,City Hotel,3,2017,June,24,15,0,1,1,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,0,1,0,99.9048
106229,City Hotel,218,2017,June,24,15,0,3,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,0,2,0,100.55234
106230,City Hotel,155,2017,June,24,15,1,3,1,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,2,0,92.990654
106231,City Hotel,218,2017,June,24,15,0,3,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,0,2,0,100.55234
106232,City Hotel,218,2017,June,24,15,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,1,0,81.8696
106233,City Hotel,125,2017,June,24,15,1,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,0,1,0,63.595074
106234,City Hotel,125,2017,June,24,15,1,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,0,1,0,63.595074
106235,City Hotel,46,2017,June,24,15,1,3,2,0.0,0,BB,SRB,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,0,0,0,112.92828
106236,City Hotel,103,2017,June,24,15,0,3,3,0.0,0,BB,GBR,Direct,Direct,0,0,0,F,F,1,No Deposit,14.0,,0,Transient,0,1,0,147.55783
106237,City Hotel,113,2017,June,24,15,0,3,2,0.0,0,SC,MLT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,0,2,0,59.699066
106238,City Hotel,141,2017,June,24,15,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient-Party,0,0,0,91.454025
106239,City Hotel,141,2017,June,24,15,0,3,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient-Party,0,0,0,78.27152
106240,City Hotel,141,2017,June,24,15,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient-Party,0,0,0,91.454025
106241,City Hotel,141,2017,June,24,15,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient-Party,0,0,0,91.454025
106242,City Hotel,175,2017,June,24,15,0,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,0,1,0,110.22186
106243,City Hotel,175,2017,June,24,15,0,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,0,1,0,110.22186
106244,City Hotel,28,2017,June,24,15,0,3,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,0,0,0,108.1201
106245,City Hotel,136,2017,June,24,15,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,0,0,1,89.14568
106246,City Hotel,115,2017,June,24,15,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,0,0,0,106.3336
106247,City Hotel,38,2017,June,24,15,0,3,3,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,0,0,0,158.97516
106248,City Hotel,130,2017,June,24,15,0,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,0,1,89.88975
106249,City Hotel,156,2017,June,24,15,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,9.0,,0,Transient,0,1,0,98.84284
106250,City Hotel,156,2017,June,24,15,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,0,2,0,100.57161
106251,City Hotel,156,2017,June,24,15,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,1,1,0,105.31397
106252,City Hotel,118,2017,June,24,15,0,3,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,0,0,1,164.29193
106253,City Hotel,194,2017,June,24,15,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,0,1,82.79232
106254,City Hotel,196,2017,June,24,15,0,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,0,1,0,92.068344
106255,City Hotel,38,2017,June,24,15,0,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,0,0,0,108.60586
106256,City Hotel,196,2017,June,24,15,0,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,0,1,0,92.068344
106257,City Hotel,127,2017,June,24,15,0,3,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,0,1,90.261765
106258,City Hotel,138,2017,June,24,15,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,1,89.94331
106259,City Hotel,39,2017,June,24,15,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,0,1,0,103.8505
106260,City Hotel,218,2017,June,24,15,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,1,0,81.8696
106261,City Hotel,49,2017,June,24,15,0,3,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,0,135.77875
106262,Resort Hotel,130,2017,June,24,15,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,0,1,1,76.81437
106263,Resort Hotel,5,2017,June,24,15,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,,0,Transient,0,0,0,134.80344
106264,City Hotel,30,2017,June,24,15,0,3,2,2.0,0,HB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,,0,Transient,0,1,0,215.83987
106265,Resort Hotel,75,2017,June,24,15,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,,0,Transient,0,1,0,148.52953
106266,City Hotel,281,2017,June,24,15,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,1,59.768757
106267,Resort Hotel,213,2017,June,24,15,2,5,2,1.0,1,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,143.0,,0,Transient,0,0,0,69.160065
106268,Resort Hotel,206,2017,June,24,15,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,,0,Transient,0,1,0,48.83903
106269,Resort Hotel,139,2017,June,24,15,2,5,2,0.0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,479.0,,0,Transient,0,0,0,45.923656
106270,Resort Hotel,41,2017,June,24,15,2,5,2,0.0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,479.0,,0,Transient,0,0,0,97.23368
106271,City Hotel,320,2017,June,24,15,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient,0,0,1,14.495227
106272,City Hotel,320,2017,June,24,15,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient,0,0,1,27.681026
106273,Resort Hotel,163,2017,June,24,15,2,6,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient,0,0,1,46.492348
106274,City Hotel,312,2017,June,24,15,0,3,2,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,0,0,0,69.438866
106275,City Hotel,320,2017,June,24,15,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient,0,0,1,27.681026
106276,City Hotel,218,2017,June,24,15,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,0,1,0,81.8696
106277,City Hotel,49,2017,June,24,15,0,3,2,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,0,1,0,135.77875
106278,City Hotel,131,2017,June,24,15,0,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,0,0,1,89.76573
